pub_date	title	venue	excerpt	citation	url_slug	paper_url
2021-02-27	Dead Page and Dead Block Predictors: Cleaning TLBs and Caches Together	HPCA 2021		Chandrashis Mazumdar*, Prachatos Mitra*, Arkaprava Basu, In the proceedings of 27th IEEE International Symposium on High-Performance Computer Architecture, Seoul, South Korea, February, 2021.	*Equal contribution		https://prachatos.github.io/files/doa.pdf
